,Unnamed: 0,PLAYER_NAME,PLAYER_ID,MATCHUP,TEAM_ABBREVIATION,TEAM_ID,OPP_ABBREVIATION,HOME_GAME,AWAY_GAME,GAME_ID,GAME_DATE,WL,MIN,PTS,AST,REB,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,STL,BLK,TOV,PF,PLUS_MINUS,FANTASY_PTS,PointsPerShot,START_POSITION,OFF_RATING,DEF_RATING,NET_RATING,OREB_PCT,DREB_PCT,REB_PCT,AST_PCT,AST_TOV,USG_PCT,TS_PCT,E_PACE,PACE,PIE,PACE_PER40,TEAM_GAME_DATE,TEAM_MIN,TEAM_FGM,TEAM_FGA,TEAM_FG_PCT,TEAM_FG3M,TEAM_FG3A,TEAM_FG3_PCT,TEAM_FTM,TEAM_FTA,TEAM_FT_PCT,TEAM_OREB,TEAM_DREB,TEAM_REB,TEAM_AST,TEAM_STL,TEAM_BLK,TEAM_TOV,TEAM_PF,TEAM_PTS,OPP_DEF_RATING,OPP_STL,OPP_BLK,OPP_REB,OPP_FG_PCT,OPP_TEAM_ID,TEAM_OFF_RATING,TEAM_PACE,GAME_PACE,OPP_PACE,POSITION
10,10,Al Horford,201143,BOS vs. NYK,BOS,1610612738,NYK,1,0,22400061,2024-10-22,W,26,11,5,3,4,7,0.571,3,5,0.6,0,0,,0,3,1,1,0,2,19,28.1,1.571,C,154.9,117.6,37.3,0.0,0.158,0.068,0.2,0.0,0.117,0.786,93.08,93.85,0.108,78.21,"OCT 22, 2024",240,48,95,0.505,29,61,0.475,7,8,0.875,11,29,40,33,6,3,3,15,132,145.8241272646929,2.0,3.0,34.0,0.5512820512820513,1610612752,145.8241272646929,90.52,90.78000000000002,91.04,Center-Forward
11,11,Bronny James,1642355,LAL vs. MIN,LAL,1610612747,MIN,1,0,22400062,2024-10-22,W,3,0,0,1,0,2,0.0,0,1,0.0,0,0,,1,0,0,0,0,0,-5,1.2,0.0,,33.3,140.0,-106.7,0.2,0.0,0.125,0.0,0.0,0.286,0.0,89.44,98.39,-0.176,81.99,"OCT 22, 2024",240,42,95,0.442,5,30,0.167,21,25,0.84,15,31,46,22,7,8,7,22,110,112.24489795918366,4.0,1.0,47.0,0.4117647058823529,1610612750,112.24489795918366,98.0,98.94,99.88,Guard
12,12,Max Christie,1631108,LAL vs. MIN,LAL,1610612747,MIN,1,0,22400062,2024-10-22,W,11,2,0,2,0,3,0.0,0,3,0.0,2,2,1.0,1,1,0,0,0,5,-5,4.4,0.515,,91.3,118.2,-26.9,0.056,0.083,0.067,0.0,0.0,0.133,0.258,98.63,94.6,-0.167,78.83,"OCT 22, 2024",240,42,95,0.442,5,30,0.167,21,25,0.84,15,31,46,22,7,8,7,22,110,112.24489795918366,4.0,1.0,47.0,0.4117647058823529,1610612750,112.24489795918366,98.0,98.94,99.88,Guard
13,13,Austin Reaves,1630559,LAL vs. MIN,LAL,1610612747,MIN,1,0,22400062,2024-10-22,W,36,12,4,9,6,14,0.429,0,5,0.0,0,1,0.0,4,5,1,1,0,4,12,34.8,0.831,G,115.3,100.0,15.3,0.095,0.122,0.108,0.154,0.0,0.165,0.416,100.09,95.25,0.096,79.37,"OCT 22, 2024",240,42,95,0.442,5,30,0.167,21,25,0.84,15,31,46,22,7,8,7,22,110,112.24489795918366,4.0,1.0,47.0,0.4117647058823529,1610612750,112.24489795918366,98.0,98.94,99.88,Guard
14,14,Anthony Edwards,1630162,MIN @ LAL,MIN,1610612750,LAL,0,1,22400062,2024-10-22,L,41,27,3,6,10,25,0.4,5,13,0.385,2,3,0.667,0,6,0,0,4,3,0,34.7,1.026,G,108.4,107.1,1.3,0.0,0.12,0.061,0.143,0.75,0.303,0.513,102.16,97.6,0.091,81.33,"OCT 22, 2024",240,35,85,0.412,13,41,0.317,20,27,0.741,12,35,47,17,4,1,15,22,103,103.12374849819784,7.0,8.0,46.0,0.4421052631578947,1610612747,103.12374849819784,99.88,98.94,98.0,Guard
15,15,Jaxson Hayes,1629637,LAL vs. MIN,LAL,1610612747,MIN,1,0,22400062,2024-10-22,W,15,10,0,4,4,5,0.8,0,0,,2,2,1.0,3,1,0,1,0,3,-1,17.8,1.701,,113.3,120.7,-7.4,0.188,0.056,0.118,0.0,0.0,0.158,0.85,93.1,92.35,0.18,76.96,"OCT 22, 2024",240,42,95,0.442,5,30,0.167,21,25,0.84,15,31,46,22,7,8,7,22,110,112.24489795918366,4.0,1.0,47.0,0.4117647058823529,1610612750,112.24489795918366,98.0,98.94,99.88,Center-Forward
16,16,Gabe Vincent,1629216,LAL vs. MIN,LAL,1610612747,MIN,1,0,22400062,2024-10-22,W,17,2,2,2,1,2,0.5,0,0,,0,0,,0,2,0,0,2,1,-2,5.4,1.0,,110.8,126.5,-15.7,0.0,0.118,0.056,0.143,1.0,0.089,0.5,99.92,98.97,0.027,82.48,"OCT 22, 2024",240,42,95,0.442,5,30,0.167,21,25,0.84,15,31,46,22,7,8,7,22,110,112.24489795918366,4.0,1.0,47.0,0.4117647058823529,1610612750,112.24489795918366,98.0,98.94,99.88,Guard
17,17,Donte DiVincenzo,1628978,MIN @ LAL,MIN,1610612750,LAL,0,1,22400062,2024-10-22,L,32,10,3,3,3,11,0.273,2,8,0.25,2,4,0.5,1,2,2,0,1,2,-5,23.1,0.784,,117.5,123.4,-6.0,0.028,0.056,0.042,0.143,3.0,0.187,0.392,100.78,96.61,0.037,80.51,"OCT 22, 2024",240,35,85,0.412,13,41,0.317,20,27,0.741,12,35,47,17,4,1,15,22,103,103.12374849819784,7.0,8.0,46.0,0.4421052631578947,1610612747,103.12374849819784,99.88,98.94,98.0,Guard
18,18,Joe Ingles,204060,MIN @ LAL,MIN,1610612750,LAL,0,1,22400062,2024-10-22,L,7,0,1,0,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,1,1,1.5,0.0,,92.9,85.7,7.1,0.0,0.0,0.0,0.2,0.0,0.063,0.0,96.42,98.82,-0.05,82.35,"OCT 22, 2024",240,35,85,0.412,13,41,0.317,20,27,0.741,12,35,47,17,4,1,15,22,103,103.12374849819784,7.0,8.0,46.0,0.4421052631578947,1610612747,103.12374849819784,99.88,98.94,98.0,Forward-Guard
19,19,Julius Randle,203944,MIN @ LAL,MIN,1610612750,LAL,0,1,22400062,2024-10-22,L,34,16,4,9,5,10,0.5,1,3,0.333,5,7,0.714,3,6,0,0,2,3,2,30.8,1.223,F,107.5,101.4,6.0,0.071,0.143,0.107,0.2,2.0,0.179,0.612,98.11,95.11,0.147,79.26,"OCT 22, 2024",240,35,85,0.412,13,41,0.317,20,27,0.741,12,35,47,17,4,1,15,22,103,103.12374849819784,7.0,8.0,46.0,0.4421052631578947,1610612747,103.12374849819784,99.88,98.94,98.0,Forward-Center
20,20,Anthony Davis,203076,LAL vs. MIN,LAL,1610612747,MIN,1,0,22400062,2024-10-22,W,38,36,4,16,11,23,0.478,1,3,0.333,13,15,0.867,3,13,1,3,1,1,1,72.2,1.216,C,107.8,106.5,1.3,0.064,0.31,0.18,0.2,4.0,0.337,0.608,102.76,98.34,0.309,81.95,"OCT 22, 2024",240,42,95,0.442,5,30,0.167,21,25,0.84,15,31,46,22,7,8,7,22,110,112.24489795918366,4.0,1.0,47.0,0.4117647058823529,1610612750,112.24489795918366,98.0,98.94,99.88,Forward-Center
21,21,LeBron James,2544,LAL vs. MIN,LAL,1610612747,MIN,1,0,22400062,2024-10-22,W,35,16,4,5,7,16,0.438,1,4,0.25,1,1,1.0,0,5,0,2,2,3,-6,32.0,0.973,F,101.5,110.3,-8.8,0.0,0.119,0.06,0.211,2.0,0.214,0.487,97.33,94.2,0.107,78.5,"OCT 22, 2024",240,42,95,0.442,5,30,0.167,21,25,0.84,15,31,46,22,7,8,7,22,110,112.24489795918366,4.0,1.0,47.0,0.4117647058823529,1610612750,112.24489795918366,98.0,98.94,99.88,Forward
22,22,Jayson Tatum,1628369,BOS vs. NYK,BOS,1610612738,NYK,1,0,22400061,2024-10-22,W,30,37,10,4,14,18,0.778,8,11,0.727,1,2,0.5,0,4,1,1,1,1,26,61.8,1.96,F,172.9,131.0,41.8,0.0,0.174,0.089,0.435,10.0,0.303,0.98,93.4,92.67,0.241,77.23,"OCT 22, 2024",240,48,95,0.505,29,61,0.475,7,8,0.875,11,29,40,33,6,3,3,15,132,145.8241272646929,2.0,3.0,34.0,0.5512820512820513,1610612752,145.8241272646929,90.52,90.78000000000002,91.04,Forward-Guard
23,23,Derrick White,1628401,BOS vs. NYK,BOS,1610612738,NYK,1,0,22400061,2024-10-22,W,27,24,4,3,8,13,0.615,6,10,0.6,2,2,1.0,0,3,1,0,0,1,21,36.6,1.729,G,170.6,129.4,41.2,0.0,0.158,0.077,0.174,0.0,0.25,0.865,91.45,91.92,0.162,76.6,"OCT 22, 2024",240,48,95,0.505,29,61,0.475,7,8,0.875,11,29,40,33,6,3,3,15,132,145.8241272646929,2.0,3.0,34.0,0.5512820512820513,1610612752,145.8241272646929,90.52,90.78000000000002,91.04,Guard
24,24,Josh Hart,1628404,NYK @ BOS,NYK,1610612752,BOS,0,1,22400061,2024-10-22,L,25,12,3,4,4,6,0.667,0,2,0.0,4,6,0.667,1,3,0,0,1,0,-23,20.3,1.389,F,123.4,172.3,-48.9,0.059,0.167,0.114,0.158,3.0,0.196,0.694,91.57,92.08,0.094,76.73,"OCT 22, 2024",240,43,78,0.551,11,30,0.367,12,16,0.75,5,29,34,20,2,3,11,12,109,119.72759226713532,6.0,3.0,40.0,0.5052631578947369,1610612738,119.72759226713532,91.04,90.78000000000002,90.52,Guard
25,25,Jalen Brunson,1628973,NYK @ BOS,NYK,1610612752,BOS,0,1,22400061,2024-10-22,L,25,22,2,1,9,14,0.643,1,2,0.5,3,3,1.0,0,1,0,0,4,3,-23,22.2,1.436,G,123.4,172.3,-48.9,0.0,0.056,0.029,0.143,0.5,0.373,0.718,91.57,92.08,0.09,76.73,"OCT 22, 2024",240,43,78,0.551,11,30,0.367,12,16,0.75,5,29,34,20,2,3,11,12,109,119.72759226713532,6.0,3.0,40.0,0.5052631578947369,1610612738,119.72759226713532,91.04,90.78000000000002,90.52,Guard
26,26,Payton Pritchard,1630202,BOS vs. NYK,BOS,1610612738,NYK,1,0,22400061,2024-10-22,W,25,3,4,4,1,10,0.1,1,9,0.111,0,0,,1,3,0,0,1,2,7,12.8,0.3,,131.9,114.6,17.3,0.042,0.136,0.087,0.182,4.0,0.208,0.15,91.71,91.32,-0.013,76.1,"OCT 22, 2024",240,48,95,0.505,29,61,0.475,7,8,0.875,11,29,40,33,6,3,3,15,132,145.8241272646929,2.0,3.0,34.0,0.5512820512820513,1610612752,145.8241272646929,90.52,90.78000000000002,91.04,Guard
27,27,Ariel Hukporti,1630574,NYK @ BOS,NYK,1610612752,BOS,0,1,22400061,2024-10-22,L,6,0,0,4,0,0,,0,0,,0,0,,0,4,0,1,0,0,9,7.8,0.0,,91.7,18.2,73.5,0.0,0.333,0.267,0.0,0.0,0.0,0.0,90.74,90.74,0.818,75.62,"OCT 22, 2024",240,43,78,0.551,11,30,0.367,12,16,0.75,5,29,34,20,2,3,11,12,109,119.72759226713532,6.0,3.0,40.0,0.5052631578947369,1610612738,119.72759226713532,91.04,90.78000000000002,90.52,Center
28,28,Jacob Toppin,1631210,NYK @ BOS,NYK,1610612752,BOS,0,1,22400061,2024-10-22,L,3,0,0,0,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,86.23,86.23,0.1,71.86,"OCT 22, 2024",240,43,78,0.551,11,30,0.367,12,16,0.75,5,29,34,20,2,3,11,12,109,119.72759226713532,6.0,3.0,40.0,0.5052631578947369,1610612738,119.72759226713532,91.04,90.78000000000002,90.52,Forward
29,29,Jordan Walsh,1641775,BOS vs. NYK,BOS,1610612738,NYK,1,0,22400061,2024-10-22,W,6,0,1,0,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,-9,1.5,0.0,,18.2,91.7,-73.5,0.0,0.0,0.0,1.0,0.0,0.071,0.0,90.74,90.74,0.0,75.62,"OCT 22, 2024",240,48,95,0.505,29,61,0.475,7,8,0.875,11,29,40,33,6,3,3,15,132,145.8241272646929,2.0,3.0,34.0,0.5512820512820513,1610612752,145.8241272646929,90.52,90.78000000000002,91.04,Guard
30,30,Tyler Kolek,1642278,NYK @ BOS,NYK,1610612752,BOS,0,1,22400061,2024-10-22,L,5,3,0,0,1,2,0.5,1,1,1.0,0,0,,0,0,0,0,2,0,7,1.0,1.5,,81.8,20.0,61.8,0.0,0.0,0.0,0.0,0.0,0.364,0.75,93.33,93.33,0.0,77.78,"OCT 22, 2024",240,43,78,0.551,11,30,0.367,12,16,0.75,5,29,34,20,2,3,11,12,109,119.72759226713532,6.0,3.0,40.0,0.5052631578947369,1610612738,119.72759226713532,91.04,90.78000000000002,90.52,Guard
31,31,Pacôme Dadiet,1642359,NYK @ BOS,NYK,1610612752,BOS,0,1,22400061,2024-10-22,L,13,3,0,1,1,3,0.333,1,2,0.5,0,0,,0,1,0,0,0,1,10,4.2,1.0,,100.0,65.2,34.8,0.0,0.045,0.03,0.0,0.0,0.111,0.5,87.44,86.08,0.033,71.73,"OCT 22, 2024",240,43,78,0.551,11,30,0.367,12,16,0.75,5,29,34,20,2,3,11,12,109,119.72759226713532,6.0,3.0,40.0,0.5052631578947369,1610612738,119.72759226713532,91.04,90.78000000000002,90.52,Forward
32,32,Jrue Holiday,201950,BOS vs. NYK,BOS,1610612738,NYK,1,0,22400061,2024-10-22,W,31,18,4,4,7,9,0.778,4,6,0.667,0,0,,2,2,1,0,0,2,23,31.8,2.0,G,159.3,116.4,42.9,0.071,0.077,0.074,0.143,0.0,0.13,1.0,94.05,94.37,0.128,78.64,"OCT 22, 2024",240,48,95,0.505,29,61,0.475,7,8,0.875,11,29,40,33,6,3,3,15,132,145.8241272646929,2.0,3.0,34.0,0.5512820512820513,1610612752,145.8241272646929,90.52,90.78000000000002,91.04,Guard
33,33,Cameron Payne,1626166,NYK @ BOS,NYK,1610612752,BOS,0,1,22400061,2024-10-22,L,21,11,4,3,5,10,0.5,1,4,0.25,0,0,,1,2,1,0,1,3,0,22.6,1.1,,124.4,130.8,-6.4,0.053,0.091,0.073,0.267,4.0,0.25,0.55,92.77,92.68,0.089,77.23,"OCT 22, 2024",240,43,78,0.551,11,30,0.367,12,16,0.75,5,29,34,20,2,3,11,12,109,119.72759226713532,6.0,3.0,40.0,0.5052631578947369,1610612738,119.72759226713532,91.04,90.78000000000002,90.52,Guard
34,34,Jaylen Brown,1627759,BOS vs. NYK,BOS,1610612738,NYK,1,0,22400061,2024-10-22,W,30,23,1,7,7,18,0.389,5,9,0.556,4,4,1.0,2,5,1,0,1,3,23,34.9,1.164,F,161.4,121.1,40.4,0.074,0.227,0.143,0.038,1.0,0.323,0.582,91.44,91.51,0.096,76.25,"OCT 22, 2024",240,48,95,0.505,29,61,0.475,7,8,0.875,11,29,40,33,6,3,3,15,132,145.8241272646929,2.0,3.0,34.0,0.5512820512820513,1610612752,145.8241272646929,90.52,90.78000000000002,91.04,Guard-Forward
35,35,OG Anunoby,1628384,NYK @ BOS,NYK,1610612752,BOS,0,1,22400061,2024-10-22,L,34,4,3,5,1,7,0.143,0,4,0.0,2,2,1.0,0,5,1,0,0,3,-21,17.5,0.508,F,117.4,154.5,-37.2,0.0,0.156,0.082,0.097,0.0,0.108,0.254,93.85,94.83,0.021,79.02,"OCT 22, 2024",240,43,78,0.551,11,30,0.367,12,16,0.75,5,29,34,20,2,3,11,12,109,119.72759226713532,6.0,3.0,40.0,0.5052631578947369,1610612738,119.72759226713532,91.04,90.78000000000002,90.52,Forward-Guard
36,36,Mikal Bridges,1628969,NYK @ BOS,NYK,1610612752,BOS,0,1,22400061,2024-10-22,L,35,16,2,0,7,13,0.538,2,7,0.286,0,1,0.0,0,0,0,0,1,0,-33,18.0,1.19,G,127.3,172.1,-44.8,0.0,0.0,0.0,0.074,2.0,0.197,0.595,93.46,92.9,0.048,77.42,"OCT 22, 2024",240,43,78,0.551,11,30,0.367,12,16,0.75,5,29,34,20,2,3,11,12,109,119.72759226713532,6.0,3.0,40.0,0.5052631578947369,1610612738,119.72759226713532,91.04,90.78000000000002,90.52,Guard-Forward
37,37,Xavier Tillman,1630214,BOS vs. NYK,BOS,1610612738,NYK,1,0,22400061,2024-10-22,W,18,2,2,7,1,6,0.167,0,3,0.0,0,0,,3,4,0,0,0,1,-3,13.4,0.333,,93.8,100.0,-6.3,0.12,0.267,0.175,0.2,0.0,0.154,0.167,89.0,88.14,0.067,73.45,"OCT 22, 2024",240,48,95,0.505,29,61,0.475,7,8,0.875,11,29,40,33,6,3,3,15,132,145.8241272646929,2.0,3.0,34.0,0.5512820512820513,1610612752,145.8241272646929,90.52,90.78000000000002,91.04,Forward
38,38,Miles McBride,1630540,NYK @ BOS,NYK,1610612752,BOS,0,1,22400061,2024-10-22,L,26,22,2,0,8,10,0.8,4,5,0.8,2,3,0.667,0,0,0,0,1,1,-18,24.0,1.943,,120.4,160.4,-40.0,0.0,0.0,0.0,0.143,2.0,0.222,0.972,89.17,90.06,0.137,75.05,"OCT 22, 2024",240,43,78,0.551,11,30,0.367,12,16,0.75,5,29,34,20,2,3,11,12,109,119.72759226713532,6.0,3.0,40.0,0.5052631578947369,1610612738,119.72759226713532,91.04,90.78000000000002,90.52,Guard
39,39,Sam Hauser,1630573,BOS vs. NYK,BOS,1610612738,NYK,1,0,22400061,2024-10-22,W,24,10,1,5,4,10,0.4,2,7,0.286,0,0,,1,4,0,0,0,2,6,17.5,1.0,,126.7,108.5,18.2,0.036,0.19,0.102,0.063,0.0,0.185,0.5,89.66,91.37,0.077,76.14,"OCT 22, 2024",240,48,95,0.505,29,61,0.475,7,8,0.875,11,29,40,33,6,3,3,15,132,145.8241272646929,2.0,3.0,34.0,0.5512820512820513,1610612752,145.8241272646929,90.52,90.78000000000002,91.04,Forward
40,40,Jericho Sims,1630579,NYK @ BOS,NYK,1610612752,BOS,0,1,22400061,2024-10-22,L,24,4,1,9,2,3,0.667,0,0,,0,0,,3,6,0,2,1,0,-5,21.3,1.333,,113.0,126.7,-13.6,0.15,0.24,0.2,0.056,1.0,0.078,0.667,88.31,89.57,0.113,74.64,"OCT 22, 2024",240,43,78,0.551,11,30,0.367,12,16,0.75,5,29,34,20,2,3,11,12,109,119.72759226713532,6.0,3.0,40.0,0.5052631578947369,1610612738,119.72759226713532,91.04,90.78000000000002,90.52,Center
41,41,Neemias Queta,1629674,BOS vs. NYK,BOS,1610612738,NYK,1,0,22400061,2024-10-22,W,4,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,1,0,0.0,0.0,,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.62,88.62,0.167,73.85,"OCT 22, 2024",240,48,95,0.505,29,61,0.475,7,8,0.875,11,29,40,33,6,3,3,15,132,145.8241272646929,2.0,3.0,34.0,0.5512820512820513,1610612752,145.8241272646929,90.52,90.78000000000002,91.04,Center
42,42,Noah Clowney,1641730,BKN @ ATL,BKN,1610612751,ATL,0,1,22400064,2024-10-23,L,15,7,0,6,2,6,0.333,1,3,0.333,2,2,1.0,3,3,1,1,1,1,-10,19.2,1.017,,94.1,120.0,-25.9,0.143,0.3,0.194,0.0,0.0,0.2,0.509,113.56,113.42,0.131,94.52,"OCT 23, 2024",240,40,91,0.44,17,43,0.395,19,25,0.76,12,31,43,21,8,6,17,32,116,108.411214953271,12.0,9.0,45.0,0.4875,1610612737,108.411214953271,107.0,105.62,104.24,Forward-Center
43,43,Jalen Wilson,1630592,BKN @ ATL,BKN,1610612751,ATL,0,1,22400064,2024-10-23,L,34,16,1,4,3,7,0.429,2,5,0.4,8,8,1.0,1,3,0,0,1,5,4,21.3,1.521,,117.9,111.4,6.6,0.025,0.086,0.053,0.036,1.0,0.132,0.76,110.2,110.93,0.071,92.44,"OCT 23, 2024",240,40,91,0.44,17,43,0.395,19,25,0.76,12,31,43,21,8,6,17,32,116,108.411214953271,12.0,9.0,45.0,0.4875,1610612737,108.411214953271,107.0,105.62,104.24,Forward
44,44,Jalen Johnson,1630552,ATL vs. BKN,ATL,1610612737,BKN,1,0,22400064,2024-10-23,W,37,11,4,10,4,9,0.444,0,3,0.0,3,8,0.375,1,9,3,1,6,3,-3,35.0,0.879,F,111.0,116.0,-5.1,0.031,0.209,0.133,0.16,0.67,0.209,0.439,105.93,106.16,0.061,88.47,"OCT 23, 2024",240,39,80,0.488,9,28,0.321,33,46,0.717,12,33,45,25,12,9,16,20,120,115.11895625479664,8.0,6.0,43.0,0.4395604395604395,1610612751,115.11895625479664,104.24,105.62,107.0,Forward
