NAME,CATEGORY,SIDE,BOOKMAKER,LINE,ODDS,fair_line,fair_odds,GAME_DATE
Gary Payton II,assists,over,betmgm,1.5,-110,1.5,104,2025-03-10
Gary Payton II,assists,over,espnbet,1.5,-110,1.5,104,2025-03-11
Gary Payton II,assists,over,draftkings,1.5,-120,1.5,104,2025-03-11
Gary Payton II,assists,under,betmgm,1.5,-125,1.5,-104,2025-03-10
Gary Payton II,assists,under,espnbet,1.5,-130,1.5,-104,2025-03-11
Gary Payton II,assists,under,draftkings,1.5,-110,1.5,-104,2025-03-11
Gui Santos,assists,over,betmgm,2.5,160,2.5,141,2025-03-10
Gui Santos,assists,over,espnbet,2.5,120,2.5,141,2025-03-11
Gui Santos,assists,over,draftkings,2.5,120,2.5,141,2025-03-11
Gui Santos,assists,under,betmgm,2.5,-235,2.5,-141,2025-03-10
Gui Santos,assists,under,espnbet,2.5,-170,2.5,-141,2025-03-11
Gui Santos,assists,under,draftkings,2.5,-154,2.5,-141,2025-03-11
Gui Santos,points,over,betmgm,7.5,-115,7.5,100,2025-03-10
Gui Santos,points,over,espnbet,7.5,-125,7.5,100,2025-03-11
Gui Santos,points,over,draftkings,7.5,-110,7.5,100,2025-03-11
Gui Santos,points,over,fanduel,7.5,-115,7.5,100,2025-03-11
Gui Santos,points,under,betmgm,7.5,-115,7.5,100,2025-03-10
Gui Santos,points,under,espnbet,7.5,-115,7.5,100,2025-03-11
Gui Santos,points,under,draftkings,7.5,-120,7.5,100,2025-03-11
Gui Santos,points,under,fanduel,7.5,-111,7.5,100,2025-03-11
Gui Santos,rebounds,over,betmgm,4.5,-110,4.5,-105,2025-03-10
Gui Santos,rebounds,over,espnbet,4.5,-125,4.5,-105,2025-03-11
Gui Santos,rebounds,over,draftkings,4.5,-110,4.5,-105,2025-03-11
Gui Santos,rebounds,over,fanduel,4.5,-130,4.5,-105,2025-03-11
Gui Santos,rebounds,under,betmgm,4.5,-118,4.5,105,2025-03-10
Gui Santos,rebounds,under,espnbet,4.5,-115,4.5,105,2025-03-11
Gui Santos,rebounds,under,draftkings,4.5,-120,4.5,105,2025-03-11
Gui Santos,rebounds,under,fanduel,4.5,102,4.5,105,2025-03-11
Kevon Looney,assists,over,betmgm,3.5,145,1.5,116,2025-03-11
Kevon Looney,assists,over,espnbet,1.5,100,1.5,116,2025-03-11
Kevon Looney,assists,over,draftkings,1.5,110,1.5,116,2025-03-11
Kevon Looney,points,over,draftkings,4.5,114,4.5,120,2025-03-11
Kevon Looney,points,over,betmgm,6.5,150,4.5,120,2025-03-10
Kevon Looney,points,over,espnbet,4.5,100,4.5,120,2025-03-11
Kevon Looney,rebounds,over,betmgm,5.5,180,5.0,100,2025-03-11
Kevon Looney,rebounds,over,espnbet,5.5,105,5.0,100,2025-03-11
Kevon Looney,rebounds,over,draftkings,5.5,-135,5.0,100,2025-03-10
Kevon Looney,points,under,draftkings,4.5,-145,4.5,-120,2025-03-11
Kevon Looney,points,under,betmgm,6.5,-210,4.5,-120,2025-03-10
Kevon Looney,points,under,espnbet,4.5,-140,4.5,-120,2025-03-11
Kevon Looney,assists,under,betmgm,3.5,-210,1.5,-116,2025-03-11
Kevon Looney,assists,under,espnbet,1.5,-140,1.5,-116,2025-03-11
Kevon Looney,assists,under,draftkings,1.5,-140,1.5,-116,2025-03-11
Kevon Looney,rebounds,under,betmgm,5.5,-275,5.0,100,2025-03-11
Kevon Looney,rebounds,under,espnbet,5.5,-150,5.0,100,2025-03-11
Kevon Looney,rebounds,under,draftkings,5.5,105,5.0,100,2025-03-10
OG Anunoby,rebounds,under,fanduel,4.5,-122,4.5,-107,2025-03-11
OG Anunoby,rebounds,under,espnbet,4.5,-140,4.5,-107,2025-03-11
OG Anunoby,rebounds,under,draftkings,4.5,-130,4.5,-107,2025-03-11
OG Anunoby,rebounds,under,betmgm,4.5,125,4.5,-107,2025-03-11
OG Anunoby,rebounds,under,betrivers,4.5,-132,4.5,-107,2025-03-11
OG Anunoby,points,under,fanduel,17.5,-125,17.0,100,2025-03-11
OG Anunoby,points,under,espnbet,17.5,-130,17.0,100,2025-03-11
OG Anunoby,points,under,draftkings,17.5,-125,17.0,100,2025-03-11
OG Anunoby,points,under,betmgm,17.5,-105,17.0,100,2025-03-11
OG Anunoby,points,under,betrivers,17.5,-125,17.0,100,2025-03-11
OG Anunoby,rebounds,over,fanduel,4.5,-104,4.5,107,2025-03-11
OG Anunoby,rebounds,over,espnbet,4.5,100,4.5,107,2025-03-11
OG Anunoby,rebounds,over,draftkings,4.5,100,4.5,107,2025-03-11
OG Anunoby,rebounds,over,betmgm,4.5,-175,4.5,107,2025-03-11
OG Anunoby,rebounds,over,betrivers,4.5,100,4.5,107,2025-03-11
OG Anunoby,points,over,fanduel,17.5,-106,17.0,100,2025-03-11
OG Anunoby,points,over,espnbet,17.5,-110,17.0,100,2025-03-11
OG Anunoby,points,over,draftkings,17.5,-105,17.0,100,2025-03-11
OG Anunoby,points,over,betmgm,17.5,-135,17.0,100,2025-03-11
OG Anunoby,points,over,betrivers,17.5,-106,17.0,100,2025-03-11
Mikal Bridges,rebounds,over,fanduel,3.5,106,3.0,100,2025-03-11
Mikal Bridges,rebounds,over,espnbet,3.5,110,3.0,100,2025-03-11
Mikal Bridges,rebounds,over,draftkings,3.5,124,3.0,100,2025-03-11
Mikal Bridges,rebounds,over,betmgm,3.5,115,3.0,100,2025-03-10
Mikal Bridges,rebounds,over,betrivers,3.5,130,3.0,100,2025-03-11
Mikal Bridges,assists,over,fanduel,3.5,-172,4.5,124,2025-03-11
Mikal Bridges,assists,over,espnbet,4.5,-115,4.5,124,2025-03-11
Mikal Bridges,assists,over,draftkings,3.5,-166,4.5,124,2025-03-11
Mikal Bridges,assists,over,betmgm,5.5,-165,4.5,124,2025-03-11
Mikal Bridges,assists,over,betrivers,3.5,-165,4.5,124,2025-03-11
Mikal Bridges,points,over,fanduel,17.5,100,18.0,100,2025-03-11
Mikal Bridges,points,over,espnbet,17.5,-125,18.0,100,2025-03-11
Mikal Bridges,points,over,draftkings,17.5,-115,18.0,100,2025-03-11
Mikal Bridges,points,over,betmgm,17.5,-105,18.0,100,2025-03-11
Mikal Bridges,points,over,betrivers,18.5,-103,18.0,100,2025-03-11
Mikal Bridges,rebounds,under,fanduel,3.5,-136,3.0,100,2025-03-11
Mikal Bridges,rebounds,under,espnbet,3.5,-160,3.0,100,2025-03-11
Mikal Bridges,rebounds,under,draftkings,3.5,-160,3.0,100,2025-03-11
Mikal Bridges,rebounds,under,betmgm,3.5,-150,3.0,100,2025-03-10
Mikal Bridges,rebounds,under,betrivers,3.5,-175,3.0,100,2025-03-11
Mikal Bridges,assists,under,fanduel,3.5,134,4.5,-124,2025-03-11
Mikal Bridges,assists,under,espnbet,4.5,-125,4.5,-124,2025-03-11
Mikal Bridges,assists,under,draftkings,3.5,130,4.5,-124,2025-03-11
Mikal Bridges,assists,under,betmgm,5.5,120,4.5,-124,2025-03-11
Mikal Bridges,assists,under,betrivers,3.5,123,4.5,-124,2025-03-11
Mikal Bridges,points,under,fanduel,17.5,-128,18.0,100,2025-03-11
Mikal Bridges,points,under,espnbet,17.5,-115,18.0,100,2025-03-11
Mikal Bridges,points,under,draftkings,17.5,-115,18.0,100,2025-03-11
Mikal Bridges,points,under,betmgm,17.5,-135,18.0,100,2025-03-11
Mikal Bridges,points,under,betrivers,18.5,-129,18.0,100,2025-03-11
Karl-Anthony Towns,assists,under,fanduel,2.5,114,2.5,117,2025-03-11
Karl-Anthony Towns,assists,under,espnbet,2.5,-130,2.5,117,2025-03-11
Karl-Anthony Towns,assists,under,draftkings,2.5,110,2.5,117,2025-03-11
Karl-Anthony Towns,assists,under,betmgm,2.5,105,2.5,117,2025-03-11
Karl-Anthony Towns,assists,under,betrivers,2.5,102,2.5,117,2025-03-11
Karl-Anthony Towns,points,under,fanduel,26.5,-113,26.5,-102,2025-03-11
Karl-Anthony Towns,points,under,espnbet,26.5,-120,26.5,-102,2025-03-11
Karl-Anthony Towns,points,under,draftkings,26.5,-120,26.5,-102,2025-03-11
Karl-Anthony Towns,points,under,betmgm,26.5,-140,26.5,-102,2025-03-10
Karl-Anthony Towns,points,under,betrivers,26.5,-118,26.5,-102,2025-03-11
Karl-Anthony Towns,rebounds,under,fanduel,12.5,-130,12.5,-108,2025-03-11
Karl-Anthony Towns,rebounds,under,espnbet,12.5,-105,12.5,-108,2025-03-11
Karl-Anthony Towns,rebounds,under,draftkings,12.5,-135,12.5,-108,2025-03-11
Karl-Anthony Towns,rebounds,under,betmgm,12.5,-150,12.5,-108,2025-03-11
Karl-Anthony Towns,rebounds,under,betrivers,12.5,-113,12.5,-108,2025-03-11
Karl-Anthony Towns,points,over,fanduel,26.5,-113,26.5,102,2025-03-11
Karl-Anthony Towns,points,over,espnbet,26.5,-120,26.5,102,2025-03-11
Karl-Anthony Towns,points,over,draftkings,26.5,-110,26.5,102,2025-03-11
Karl-Anthony Towns,points,over,betmgm,26.5,105,26.5,102,2025-03-10
Karl-Anthony Towns,points,over,betrivers,26.5,-113,26.5,102,2025-03-11
Karl-Anthony Towns,rebounds,over,fanduel,12.5,102,12.5,108,2025-03-11
Karl-Anthony Towns,rebounds,over,espnbet,12.5,-135,12.5,108,2025-03-11
Karl-Anthony Towns,rebounds,over,draftkings,12.5,105,12.5,108,2025-03-11
Karl-Anthony Towns,rebounds,over,betmgm,12.5,105,12.5,108,2025-03-11
Karl-Anthony Towns,rebounds,over,betrivers,12.5,-118,12.5,108,2025-03-11
Karl-Anthony Towns,assists,over,fanduel,2.5,-146,2.5,-117,2025-03-11
Karl-Anthony Towns,assists,over,espnbet,2.5,-110,2.5,-117,2025-03-11
Karl-Anthony Towns,assists,over,draftkings,2.5,-140,2.5,-117,2025-03-11
Karl-Anthony Towns,assists,over,betmgm,2.5,-150,2.5,-117,2025-03-11
Karl-Anthony Towns,assists,over,betrivers,2.5,-136,2.5,-117,2025-03-11
Josh Hart,rebounds,under,fanduel,10.5,-140,10.0,100,2025-03-11
Josh Hart,rebounds,under,espnbet,10.5,-140,10.0,100,2025-03-11
Josh Hart,rebounds,under,draftkings,10.5,-125,10.0,100,2025-03-11
Josh Hart,rebounds,under,betmgm,10.5,-150,10.0,100,2025-03-10
Josh Hart,rebounds,under,betrivers,9.5,105,10.0,100,2025-03-11
Josh Hart,points,under,fanduel,14.5,-102,15.0,100,2025-03-11
Josh Hart,points,under,espnbet,14.5,-115,15.0,100,2025-03-10
Josh Hart,points,under,draftkings,14.5,-120,15.0,100,2025-03-11
Josh Hart,points,under,betmgm,21.5,-130,15.0,100,2025-03-11
Josh Hart,points,under,betrivers,14.5,-112,15.0,100,2025-03-11
Josh Hart,rebounds,over,fanduel,10.5,110,10.0,100,2025-03-11
Josh Hart,rebounds,over,espnbet,10.5,100,10.0,100,2025-03-11
Josh Hart,rebounds,over,draftkings,10.5,-105,10.0,100,2025-03-11
Josh Hart,rebounds,over,betmgm,10.5,105,10.0,100,2025-03-10
Josh Hart,rebounds,over,betrivers,9.5,-139,10.0,100,2025-03-11
Josh Hart,points,over,fanduel,14.5,-125,15.0,100,2025-03-11
Josh Hart,points,over,espnbet,14.5,-125,15.0,100,2025-03-10
Josh Hart,points,over,draftkings,14.5,-110,15.0,100,2025-03-11
Josh Hart,points,over,betmgm,21.5,-110,15.0,100,2025-03-11
Josh Hart,points,over,betrivers,14.5,-120,15.0,100,2025-03-11
Zach LaVine,points,under,espnbet,22.5,-120,22.0,100,2025-03-10
Zach LaVine,points,under,draftkings,22.5,-115,22.0,100,2025-03-11
Zach LaVine,points,under,betmgm,22.5,-125,22.0,100,2025-03-10
Zach LaVine,points,under,fanduel,22.5,-111,22.0,100,2025-03-11
Zach LaVine,points,under,betrivers,22.5,-121,22.0,100,2025-03-11
Zach LaVine,points,over,espnbet,22.5,-120,22.0,100,2025-03-10
Zach LaVine,points,over,draftkings,22.5,-115,22.0,100,2025-03-11
Zach LaVine,points,over,betmgm,22.5,-105,22.0,100,2025-03-10
Zach LaVine,points,over,fanduel,22.5,-115,22.0,100,2025-03-11
Zach LaVine,points,over,betrivers,22.5,-110,22.0,100,2025-03-11
DeMar DeRozan,assists,over,espnbet,4.5,-135,5.0,100,2025-03-11
DeMar DeRozan,assists,over,draftkings,4.5,-140,5.0,100,2025-03-11
DeMar DeRozan,assists,over,betmgm,4.5,-110,5.0,100,2025-03-11
DeMar DeRozan,assists,over,fanduel,4.5,-138,5.0,100,2025-03-11
DeMar DeRozan,assists,over,betrivers,4.5,-134,5.0,100,2025-03-11
Keegan Murray,assists,over,espnbet,1.5,160,1.5,168,2025-03-11
Keegan Murray,assists,over,draftkings,1.5,100,1.5,168,2025-03-11
Keegan Murray,assists,over,betmgm,0.5,125,1.5,168,2025-03-11
Malik Monk,assists,over,espnbet,5.5,-140,4.5,100,2025-03-11
Malik Monk,assists,over,draftkings,5.5,-154,4.5,100,2025-03-11
Malik Monk,assists,over,betmgm,5.5,135,4.5,100,2025-03-11
Malik Monk,assists,over,fanduel,5.5,-140,4.5,100,2025-03-11
Malik Monk,assists,over,betrivers,5.5,-130,4.5,100,2025-03-11
Zach LaVine,assists,over,espnbet,3.5,100,3.5,-105,2025-03-11
Zach LaVine,assists,over,draftkings,3.5,-125,3.5,-105,2025-03-11
Zach LaVine,assists,over,betmgm,3.5,165,3.5,-105,2025-03-11
Zach LaVine,assists,over,fanduel,3.5,158,3.5,-105,2025-03-11
Zach LaVine,assists,over,betrivers,3.5,-122,3.5,-105,2025-03-11
Malik Monk,points,over,espnbet,16.5,-115,17.5,145,2025-03-11
Malik Monk,points,over,draftkings,16.5,-110,17.5,145,2025-03-11
Malik Monk,points,over,betmgm,16.5,-130,17.5,145,2025-03-10
Malik Monk,points,over,fanduel,16.5,-111,17.5,145,2025-03-11
Malik Monk,points,over,betrivers,16.5,-108,17.5,145,2025-03-11
Malik Monk,points,under,espnbet,16.5,-125,17.5,-145,2025-03-11
Malik Monk,points,under,draftkings,16.5,-120,17.5,-145,2025-03-11
Malik Monk,points,under,betmgm,16.5,-110,17.5,-145,2025-03-10
Malik Monk,points,under,fanduel,16.5,-115,17.5,-145,2025-03-11
Malik Monk,points,under,betrivers,16.5,-124,17.5,-145,2025-03-11
Keegan Murray,points,over,espnbet,11.5,-120,11.5,101,2025-03-11
Keegan Murray,points,over,draftkings,11.5,-105,11.5,101,2025-03-11
Keegan Murray,points,over,betmgm,11.5,-115,11.5,101,2025-03-11
Keegan Murray,points,over,fanduel,11.5,-106,11.5,101,2025-03-11
Keegan Murray,points,over,betrivers,11.5,-114,11.5,101,2025-03-11
Keegan Murray,points,under,espnbet,11.5,-120,11.5,-101,2025-03-11
Keegan Murray,points,under,draftkings,11.5,-125,11.5,-101,2025-03-11
Keegan Murray,points,under,betmgm,11.5,-125,11.5,-101,2025-03-11
Keegan Murray,points,under,fanduel,11.5,-120,11.5,-101,2025-03-11
Keegan Murray,points,under,betrivers,11.5,-117,11.5,-101,2025-03-11
DeMar DeRozan,points,over,espnbet,22.5,-110,22.5,108,2025-03-11
DeMar DeRozan,points,over,draftkings,22.5,-105,22.5,108,2025-03-11
DeMar DeRozan,points,over,betmgm,22.5,-118,22.5,108,2025-03-10
DeMar DeRozan,points,over,fanduel,21.5,-125,22.5,108,2025-03-11
DeMar DeRozan,points,over,betrivers,22.5,-105,22.5,108,2025-03-11
DeMar DeRozan,points,under,espnbet,22.5,-130,22.5,-108,2025-03-11
DeMar DeRozan,points,under,draftkings,22.5,-125,22.5,-108,2025-03-11
DeMar DeRozan,points,under,betmgm,22.5,-110,22.5,-108,2025-03-10
DeMar DeRozan,points,under,fanduel,21.5,-102,22.5,-108,2025-03-11
DeMar DeRozan,points,under,betrivers,22.5,-127,22.5,-108,2025-03-11
Malik Monk,rebounds,over,espnbet,3.5,-160,3.5,-113,2025-03-11
Malik Monk,rebounds,over,draftkings,3.5,-140,3.5,-113,2025-03-11
Malik Monk,rebounds,over,betmgm,3.5,120,3.5,-113,2025-03-10
Malik Monk,rebounds,over,fanduel,3.5,-132,3.5,-113,2025-03-11
Malik Monk,rebounds,over,betrivers,3.5,-130,3.5,-113,2025-03-11
Zach LaVine,rebounds,over,espnbet,4.5,-125,4.5,115,2025-03-11
Zach LaVine,rebounds,over,draftkings,4.5,110,4.5,115,2025-03-11
Zach LaVine,rebounds,over,betmgm,4.5,135,4.5,115,2025-03-11
Zach LaVine,rebounds,over,fanduel,4.5,124,4.5,115,2025-03-11
Zach LaVine,rebounds,over,betrivers,4.5,128,4.5,115,2025-03-11
DeMar DeRozan,rebounds,over,espnbet,4.5,120,4.0,100,2025-03-11
DeMar DeRozan,rebounds,over,draftkings,3.5,-160,4.0,100,2025-03-11
DeMar DeRozan,rebounds,over,betmgm,1.5,-165,4.0,100,2025-03-11
DeMar DeRozan,rebounds,over,fanduel,3.5,-158,4.0,100,2025-03-11
DeMar DeRozan,rebounds,over,betrivers,3.5,-113,4.0,100,2025-03-11
Keegan Murray,rebounds,over,espnbet,5.5,-150,6.0,100,2025-03-11
Keegan Murray,rebounds,over,draftkings,5.5,-135,6.0,100,2025-03-11
Keegan Murray,rebounds,over,betmgm,5.5,125,6.0,100,2025-03-10
Keegan Murray,rebounds,over,fanduel,6.5,124,6.0,100,2025-03-11
Keegan Murray,rebounds,over,betrivers,5.5,-143,6.0,100,2025-03-11
DeMar DeRozan,assists,under,espnbet,4.5,-105,5.0,100,2025-03-11
DeMar DeRozan,assists,under,draftkings,4.5,110,5.0,100,2025-03-11
DeMar DeRozan,assists,under,betmgm,4.5,-125,5.0,100,2025-03-11
DeMar DeRozan,assists,under,fanduel,4.5,104,5.0,100,2025-03-11
DeMar DeRozan,assists,under,betrivers,4.5,100,5.0,100,2025-03-11
Malik Monk,assists,under,espnbet,5.5,100,4.5,100,2025-03-11
Malik Monk,assists,under,draftkings,5.5,120,4.5,100,2025-03-11
Malik Monk,assists,under,betmgm,5.5,-200,4.5,100,2025-03-11
Malik Monk,assists,under,fanduel,5.5,110,4.5,100,2025-03-11
Malik Monk,assists,under,betrivers,5.5,-103,4.5,100,2025-03-11
Zach LaVine,assists,under,espnbet,3.5,-140,3.5,105,2025-03-11
Zach LaVine,assists,under,draftkings,3.5,-105,3.5,105,2025-03-11
Zach LaVine,assists,under,betmgm,3.5,-250,3.5,105,2025-03-11
Zach LaVine,assists,under,fanduel,3.5,-215,3.5,105,2025-03-11
Zach LaVine,assists,under,betrivers,3.5,-109,3.5,105,2025-03-11
Keegan Murray,assists,under,espnbet,1.5,-240,1.5,-168,2025-03-11
Keegan Murray,assists,under,draftkings,1.5,-130,1.5,-168,2025-03-11
Keegan Murray,assists,under,betmgm,0.5,-185,1.5,-168,2025-03-11
Keegan Murray,rebounds,under,espnbet,5.5,105,6.0,100,2025-03-11
Keegan Murray,rebounds,under,draftkings,5.5,105,6.0,100,2025-03-11
Keegan Murray,rebounds,under,betmgm,5.5,-175,6.0,100,2025-03-10
Keegan Murray,rebounds,under,fanduel,6.5,-160,6.0,100,2025-03-11
Keegan Murray,rebounds,under,betrivers,5.5,110,6.0,100,2025-03-11
Zach LaVine,rebounds,under,espnbet,4.5,-115,4.5,-115,2025-03-11
Zach LaVine,rebounds,under,draftkings,4.5,-140,4.5,-115,2025-03-11
Zach LaVine,rebounds,under,betmgm,4.5,-190,4.5,-115,2025-03-11
Zach LaVine,rebounds,under,fanduel,4.5,-160,4.5,-115,2025-03-11
Zach LaVine,rebounds,under,betrivers,4.5,-167,4.5,-115,2025-03-11
DeMar DeRozan,rebounds,under,espnbet,4.5,-170,4.0,100,2025-03-11
DeMar DeRozan,rebounds,under,draftkings,3.5,124,4.0,100,2025-03-11
DeMar DeRozan,rebounds,under,betmgm,1.5,115,4.0,100,2025-03-11
DeMar DeRozan,rebounds,under,fanduel,3.5,124,4.0,100,2025-03-11
DeMar DeRozan,rebounds,under,betrivers,3.5,-118,4.0,100,2025-03-11
Malik Monk,rebounds,under,espnbet,3.5,110,3.5,113,2025-03-11
Malik Monk,rebounds,under,draftkings,3.5,110,3.5,113,2025-03-11
Malik Monk,rebounds,under,betmgm,3.5,-175,3.5,113,2025-03-10
Malik Monk,rebounds,under,fanduel,3.5,104,3.5,113,2025-03-11
Malik Monk,rebounds,under,betrivers,3.5,-103,3.5,113,2025-03-11
Josh Hart,assists,over,espnbet,6.5,-160,6.5,-109,2025-03-11
Josh Hart,assists,over,draftkings,6.5,-125,6.5,-109,2025-03-11
Josh Hart,assists,over,betmgm,6.5,125,6.5,-109,2025-03-11
Josh Hart,assists,over,betrivers,6.5,-130,6.5,-109,2025-03-11
Josh Hart,assists,over,fanduel,6.5,-122,6.5,-109,2025-03-11
Josh Hart,assists,under,espnbet,6.5,110,6.5,109,2025-03-11
Josh Hart,assists,under,draftkings,6.5,-105,6.5,109,2025-03-11
Josh Hart,assists,under,betmgm,6.5,-185,6.5,109,2025-03-11
Josh Hart,assists,under,betrivers,6.5,-103,6.5,109,2025-03-11
Josh Hart,assists,under,fanduel,6.5,-104,6.5,109,2025-03-11
Miles McBride,assists,over,espnbet,4.5,125,4.0,100,2025-03-11
Miles McBride,assists,over,draftkings,4.5,114,4.0,100,2025-03-11
Miles McBride,assists,over,betmgm,4.5,-118,4.0,100,2025-03-11
Miles McBride,assists,over,fanduel,4.5,-154,4.0,100,2025-03-11
Miles McBride,assists,over,betrivers,4.5,116,4.0,100,2025-03-11
Miles McBride,assists,under,espnbet,4.5,-175,4.0,100,2025-03-11
Miles McBride,assists,under,draftkings,4.5,-145,4.0,100,2025-03-11
Miles McBride,assists,under,betmgm,4.5,-118,4.0,100,2025-03-11
Miles McBride,assists,under,fanduel,4.5,116,4.0,100,2025-03-11
Miles McBride,assists,under,betrivers,4.5,-155,4.0,100,2025-03-11
Cameron Payne,assists,over,espnbet,2.5,-140,2.5,-121,2025-03-11
Cameron Payne,assists,over,draftkings,2.5,-160,2.5,-121,2025-03-11
Cameron Payne,assists,over,betmgm,2.5,-165,2.5,-121,2025-03-11
Cameron Payne,assists,over,fanduel,2.5,154,2.5,-121,2025-03-11
Cameron Payne,assists,under,espnbet,2.5,100,2.5,121,2025-03-11
Cameron Payne,assists,under,draftkings,2.5,124,2.5,121,2025-03-11
Cameron Payne,assists,under,betmgm,2.5,115,2.5,121,2025-03-11
Cameron Payne,assists,under,fanduel,2.5,-210,2.5,121,2025-03-11
OG Anunoby,assists,over,espnbet,2.5,-140,2.5,-104,2025-03-11
OG Anunoby,assists,over,draftkings,2.5,-130,2.5,-104,2025-03-11
OG Anunoby,assists,over,betmgm,2.5,-125,2.5,-104,2025-03-10
OG Anunoby,assists,under,espnbet,2.5,100,2.5,104,2025-03-11
OG Anunoby,assists,under,draftkings,2.5,100,2.5,104,2025-03-11
OG Anunoby,assists,under,betmgm,2.5,-105,2.5,104,2025-03-10
Miles McBride,points,over,espnbet,12.5,-120,12.5,-107,2025-03-11
Miles McBride,points,over,draftkings,12.5,-125,12.5,-107,2025-03-11
Miles McBride,points,over,betmgm,12.5,-118,12.5,-107,2025-03-10
Miles McBride,points,over,fanduel,12.5,-122,12.5,-107,2025-03-11
Miles McBride,points,over,betrivers,12.5,-124,12.5,-107,2025-03-11
Miles McBride,points,under,espnbet,12.5,-110,12.5,107,2025-03-11
Miles McBride,points,under,draftkings,12.5,-105,12.5,107,2025-03-11
Miles McBride,points,under,betmgm,12.5,-115,12.5,107,2025-03-10
Miles McBride,points,under,fanduel,12.5,-104,12.5,107,2025-03-11
Miles McBride,points,under,betrivers,12.5,-107,12.5,107,2025-03-11
Cameron Payne,points,over,espnbet,6.5,-110,5.5,104,2025-03-10
Cameron Payne,points,over,draftkings,6.5,-110,5.5,104,2025-03-11
Cameron Payne,points,over,betmgm,6.5,-110,5.5,104,2025-03-11
Cameron Payne,points,over,fanduel,6.5,100,5.5,104,2025-03-11
Cameron Payne,points,under,espnbet,6.5,-130,5.5,-104,2025-03-10
Cameron Payne,points,under,draftkings,6.5,-120,5.5,-104,2025-03-11
Cameron Payne,points,under,betmgm,6.5,-130,5.5,-104,2025-03-11
Cameron Payne,points,under,fanduel,6.5,-128,5.5,-104,2025-03-11
Miles McBride,rebounds,over,espnbet,3.5,125,2.5,-141,2025-03-11
Miles McBride,rebounds,over,draftkings,3.5,-154,2.5,-141,2025-03-11
Miles McBride,rebounds,over,betmgm,3.5,-105,2.5,-141,2025-03-11
Miles McBride,rebounds,over,betrivers,2.5,-167,2.5,-141,2025-03-11
Miles McBride,rebounds,over,fanduel,3.5,110,2.5,-141,2025-03-11
Miles McBride,rebounds,under,espnbet,3.5,-170,2.5,141,2025-03-11
Miles McBride,rebounds,under,draftkings,3.5,120,2.5,141,2025-03-11
Miles McBride,rebounds,under,betmgm,3.5,-135,2.5,141,2025-03-11
Miles McBride,rebounds,under,betrivers,2.5,125,2.5,141,2025-03-11
Miles McBride,rebounds,under,fanduel,3.5,-146,2.5,141,2025-03-11
Cameron Payne,rebounds,over,espnbet,0.5,-185,1.5,-106,2025-03-11
Cameron Payne,rebounds,over,draftkings,1.5,-170,1.5,-106,2025-03-10
Cameron Payne,rebounds,over,betmgm,0.5,-165,1.5,-106,2025-03-11
Cameron Payne,rebounds,under,espnbet,0.5,130,1.5,106,2025-03-11
Cameron Payne,rebounds,under,betmgm,0.5,115,1.5,106,2025-03-11
Precious Achiuwa,rebounds,under,espnbet,3.5,-105,3.5,110,2025-03-11
Precious Achiuwa,rebounds,under,betmgm,3.5,-135,3.5,110,2025-03-10
Precious Achiuwa,rebounds,under,draftkings,3.5,-105,3.5,110,2025-03-11
Precious Achiuwa,points,under,espnbet,5.5,-130,5.0,100,2025-03-11
Precious Achiuwa,points,under,betmgm,5.5,-120,5.0,100,2025-03-11
Precious Achiuwa,points,under,draftkings,4.5,-105,5.0,100,2025-03-11
Precious Achiuwa,assists,under,espnbet,0.5,130,0.5,156,2025-03-11
Precious Achiuwa,assists,under,betmgm,0.5,-200,0.5,156,2025-03-11
Precious Achiuwa,points,over,espnbet,5.5,-110,5.0,100,2025-03-11
Precious Achiuwa,points,over,betmgm,5.5,-118,5.0,100,2025-03-11
Precious Achiuwa,points,over,draftkings,4.5,-125,5.0,100,2025-03-11
Precious Achiuwa,rebounds,over,espnbet,3.5,-135,3.5,-110,2025-03-11
Precious Achiuwa,rebounds,over,betmgm,3.5,-105,3.5,-110,2025-03-10
Precious Achiuwa,rebounds,over,draftkings,3.5,-125,3.5,-110,2025-03-11
Precious Achiuwa,assists,over,espnbet,0.5,-185,0.5,-156,2025-03-11
Precious Achiuwa,assists,over,betmgm,0.5,135,0.5,-156,2025-03-11
Precious Achiuwa,assists,over,draftkings,2.5,425,0.5,-156,2025-03-10
Mitchell Robinson,points,over,betmgm,3.5,-155,3.5,-127,2025-03-11
Mitchell Robinson,points,over,draftkings,3.5,-160,3.5,-127,2025-03-10
Mitchell Robinson,points,over,espnbet,3.5,-160,3.5,-127,2025-03-11
Mitchell Robinson,rebounds,over,betmgm,4.5,100,4.0,100,2025-03-11
Mitchell Robinson,rebounds,over,draftkings,4.5,105,4.0,100,2025-03-10
Mitchell Robinson,rebounds,over,espnbet,4.5,105,4.0,100,2025-03-11
Keon Ellis,points,over,fanduel,7.5,-122,8.0,100,2025-03-11
Keon Ellis,points,over,draftkings,7.5,-135,8.0,100,2025-03-11
Keon Ellis,points,over,espnbet,7.5,-110,8.0,100,2025-03-11
Keon Ellis,points,over,betmgm,7.5,-150,8.0,100,2025-03-11
Keon Ellis,points,under,fanduel,7.5,-104,8.0,100,2025-03-11
Keon Ellis,points,under,draftkings,7.5,105,8.0,100,2025-03-11
Keon Ellis,points,under,espnbet,7.5,-130,8.0,100,2025-03-11
Keon Ellis,points,under,betmgm,7.5,105,8.0,100,2025-03-11
