player1,player2,line1,line2,pred1,pred2,model_side1,model_side2,prob1,prob2,prob_both,edge1,edge2,combined_edge,ev_percent,kelly_full,recommendation,confidence_interval1,confidence_interval2,interval_width1,interval_width2,sigma1,sigma2,sigma_flag1,sigma_flag2,simulation_method
Alex Caruso,Chris Paul,8.0,4.5,11.03,9.01,over,over,0.735,0.836,0.5531,0.157,0.258,0.207,0.66,0.33,0,"(0.0, 22.2)","(0.0, 19.6)",22.18,19.57,5.69,5.39,Med,Med,Monte Carlo
Sion James,Keldon Johnson,5.5,11.5,10.28,14.12,over,over,0.836,0.714,0.5373,0.258,0.136,0.197,0.61,0.306,0,"(0.0, 21.5)","(3.4, 24.8)",21.46,21.37,5.7,5.45,Med,Med,Monte Carlo
Keldon Johnson,Chris Paul,11.5,4.5,14.12,9.01,over,over,0.714,0.836,0.5372,0.136,0.258,0.197,0.61,0.306,0,"(3.4, 24.8)","(0.0, 19.6)",21.37,19.57,5.45,5.39,Med,Med,Monte Carlo
Jaylin Williams,Keldon Johnson,5.5,11.5,9.99,14.12,over,over,0.83,0.714,0.5332,0.252,0.136,0.194,0.6,0.3,0,"(0.0, 20.7)","(3.4, 24.8)",20.72,21.37,5.48,5.45,Med,Med,Monte Carlo
Bobby Portis,Aaron Gordon,9.5,15.5,10.8,24.31,over,over,0.613,0.946,0.5217,0.035,0.368,0.201,0.57,0.283,0,"(0.7, 20.9)","(12.9, 35.7)",20.17,22.74,5.15,5.8,Med,Med,Monte Carlo
Alex Caruso,Corey Kispert,8.0,6.5,11.03,10.5,over,over,0.735,0.784,0.5188,0.157,0.206,0.182,0.56,0.278,0,"(0.0, 22.2)","(0.0, 22.2)",22.18,22.22,5.69,5.98,Med,Med,Monte Carlo
Corey Kispert,Keldon Johnson,6.5,11.5,10.5,14.12,over,over,0.784,0.714,0.5039,0.206,0.136,0.171,0.51,0.256,0,"(0.0, 22.2)","(3.4, 24.8)",22.22,21.37,5.98,5.45,Med,Med,Monte Carlo
Harrison Barnes,Chris Paul,9.5,4.5,11.58,9.01,over,over,0.668,0.836,0.5023,0.09,0.258,0.174,0.51,0.253,0,"(0.5, 22.6)","(0.0, 19.6)",22.08,19.57,5.63,5.39,Med,Med,Monte Carlo
Sion James,Harrison Barnes,5.5,9.5,10.28,11.58,over,over,0.836,0.668,0.5025,0.258,0.09,0.174,0.51,0.254,0,"(0.0, 21.5)","(0.5, 22.6)",21.46,22.08,5.7,5.63,Med,Med,Monte Carlo
Jaylin Williams,Harrison Barnes,5.5,9.5,9.99,11.58,over,over,0.83,0.668,0.4987,0.252,0.09,0.171,0.5,0.248,0,"(0.0, 20.7)","(0.5, 22.6)",20.72,22.08,5.48,5.63,Med,Med,Monte Carlo
Alex Caruso,Keldon Johnson,8.0,11.5,11.03,14.12,over,over,0.735,0.714,0.4726,0.157,0.136,0.147,0.42,0.209,0,"(0.0, 22.2)","(3.4, 24.8)",22.18,21.37,5.69,5.45,Med,Med,Monte Carlo
Corey Kispert,Harrison Barnes,6.5,9.5,10.5,11.58,over,over,0.784,0.668,0.4712,0.206,0.09,0.148,0.41,0.207,0,"(0.0, 22.2)","(0.5, 22.6)",22.22,22.08,5.98,5.63,Med,Med,Monte Carlo
Sion James,Bobby Portis,5.5,9.5,10.28,10.8,over,over,0.836,0.613,0.4609,0.258,0.035,0.146,0.38,0.191,0,"(0.0, 21.5)","(0.7, 20.9)",21.46,20.17,5.7,5.15,Med,Med,Monte Carlo
Bobby Portis,Chris Paul,9.5,4.5,10.8,9.01,over,over,0.613,0.836,0.4608,0.035,0.258,0.146,0.38,0.191,0,"(0.7, 20.9)","(0.0, 19.6)",20.17,19.57,5.15,5.39,Med,Med,Monte Carlo
Bobby Portis,Jaylin Williams,9.5,5.5,10.8,9.99,over,over,0.613,0.83,0.4574,0.035,0.252,0.143,0.37,0.186,0,"(0.7, 20.9)","(0.0, 20.7)",20.17,20.72,5.15,5.48,Med,Med,Monte Carlo
Alex Caruso,Harrison Barnes,8.0,9.5,11.03,11.58,over,over,0.735,0.668,0.4419,0.157,0.09,0.123,0.33,0.163,0,"(0.0, 22.2)","(0.5, 22.6)",22.18,22.08,5.69,5.63,Med,Med,Monte Carlo
Bobby Portis,Corey Kispert,9.5,6.5,10.8,10.5,over,over,0.613,0.784,0.4323,0.035,0.206,0.12,0.3,0.148,0,"(0.7, 20.9)","(0.0, 22.2)",20.17,22.22,5.15,5.98,Med,Med,Monte Carlo
Bobby Portis,Alex Caruso,9.5,8.0,10.8,11.03,over,over,0.613,0.735,0.4054,0.035,0.157,0.096,0.22,0.108,0,"(0.7, 20.9)","(0.0, 22.2)",20.17,22.18,5.15,5.69,Med,Med,Monte Carlo
Bobby Portis,Keldon Johnson,9.5,11.5,10.8,14.12,over,over,0.613,0.714,0.3937,0.035,0.136,0.085,0.18,0.091,0,"(0.7, 20.9)","(3.4, 24.8)",20.17,21.37,5.15,5.45,Med,Med,Monte Carlo
Bobby Portis,Harrison Barnes,9.5,9.5,10.8,11.58,over,over,0.613,0.668,0.3682,0.035,0.09,0.062,0.1,0.052,0,"(0.7, 20.9)","(0.5, 22.6)",20.17,22.08,5.15,5.63,Med,Med,Monte Carlo
